id,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,actual_supplier,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble,supplier_name,location,is_returnable,supplier_id,
4084,77586,6335993231,EMERALD,0.4,E,VVS1,-,EX,VG,NON,,5,3.55,2.46,69.2,68,None,GIA,THK,100%,Not brown,,Not milky,Sagar Enterprise,,-50.86%,541,1352.75,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6335993231.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4085,76898,2334824811,EMERALD,0.37,D,VVS1,-,EX,VG,NON,,4.81,3.45,2.4,69.4,67,None,GIA,THK to VTK,100%,Not brown,,Not milky,Sagar Enterprise,,-48.10%,472,1274.78,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2334824811.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4086,79127,7341555253,EMERALD,0.37,D,VS1,-,EX,VG,NON,,4.97,3.46,2.38,68.9,67,None,GIA,THK,100%,Not brown,,Not milky,Sagar Enterprise,,-40.46%,449,1212.27,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7341555253.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4087,79776,5343854365,CUSHION MODIFIED,1.2,D,VS1,-,EX,EX,NON,,6.02,5.95,4.1,68.8,63,None,GIA,MED to THK,100%,Not brown,,Not milky,Sagar Enterprise,,-39.10%,5543,4619.27,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/7b466986-2205-4b32-83c1-457b6e311122.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5343854365.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4088,79434,2346703767,CUSHION MODIFIED,1.01,D,VVS2,-,EX,EX,FNT,,5.64,5.62,3.92,69.8,63,None,GIA,MED to STK,100%,Not brown,,Not milky,Sagar Enterprise,,-52.10%,4513,4467.87,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/3adb413b-274b-4c84-94ab-e5875c1d1055.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2346703767.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4089,79978,1348910891,CUSHION MODIFIED,1.01,D,VS1,-,EX,VG,NON,,5.82,5.62,3.94,70.1,60,None,GIA,THN to THK,100%,Not brown,,Not milky,Sagar Enterprise,,-48.10%,3976,3936.62,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/b2aa8773-7d17-4a3a-9a74-0d4b7024ee33.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1348910891.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4090,70752,2326419613,SQUARE EMERALD,0.9,D,VS1,-,EX,EX,NON,,5.35,5.11,3.57,69.8,66,None,GIA,VTK,100%,Not brown,,Not milky,Sagar Enterprise,,-53.00%,2558,2842.58,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/650afd66-75cb-4013-8d59-2ebf04ae28ac.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2326419613.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4091,80622,7358185535,RADIANT,0.7,D,VS2,-,EX,EX,MED,Blue,6.18,4.48,3.09,68.9,67,None,GIA,STK to THK,,Not brown,,Not milky,Sagar Enterprise,,-56.10%,1323,1889.9,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5zYWdhcmVudGVycHJpc2UuaW4vYXNweHBhZ2VzL1Nob3dJbWFnZVdpdGhEaWZmWm9vbWluZy5hc3B4P3JlZk5vPTgwNjIy,64,https://nivoda-images.s3.eu-west-2.amazonaws.com/9d5b5bfa-1419-473e-9ae1-b240937a4318.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7358185535.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4092,80757,2356223819,RADIANT,0.57,D,VVS1,-,EX,EX,NON,,5.78,4.19,2.92,69.8,68,None,GIA,STK to THK,100%,Not brown,,Not milky,Sagar Enterprise,,-42.50%,1177,2065.09,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5zYWdhcmVudGVycHJpc2UuaW4vYXNweHBhZ2VzL1Nob3dJbWFnZVdpdGhEaWZmWm9vbWluZy5hc3B4P3JlZk5vPTgwNzU3,64,https://nivoda-images.s3.eu-west-2.amazonaws.com/b6757417-d259-46b2-aec2-de293301909c.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356223819.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4093,79382,7346638057,CUSHION MODIFIED,1.01,H,VS2,-,EX,EX,NON,,5.79,5.69,3.96,69.6,61,None,GIA,THN to STK,,Not brown,,Not milky,Sagar Enterprise,,-45.99%,2796,2767.84,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/537958f7-a902-4cac-bd57-e8325731eb7c.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7346638057.pdf,,,,AE,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4094,80234,3355028664,RADIANT,1.01,F,VVS2,-,EX,EX,FNT,,6.86,5.17,3.58,69.3,69,None,GIA,STK to THK,100%,Not brown,,Not milky,Sagar Enterprise,,-51.96%,3482,3447.03,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5zYWdhcmVudGVycHJpc2UuaW4vYXNweHBhZ2VzL1Nob3dJbWFnZVdpdGhEaWZmWm9vbWluZy5hc3B4P3JlZk5vPTgwMjM0,32,https://nivoda-images.s3.eu-west-2.amazonaws.com/814cf3af-a12b-4441-8d37-5c71f9db4015.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3355028664.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4095,EP0182,5131668006,MARQUISE,12.29,D,VS1,-,VG,GD,NON,,25.8,11.83,7.06,59.7,58,VSM,GIA,MED to VTK,100%,,,,Yondor Diamonds,,35.00%,945866,76962.21,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/c566083a-69d3-4a87-8baa-59fa52ac2ff2.jpg,http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=YONDOR&DocType=Cert&ID=5131668006,,,,IL,N,686b3f8a-28d2-42e9-9cb9-7897a9b35bee
4096,LS4-8,2145531443,PEAR,3.01,D,IF,-,VG,VG,NON,,12.35,8.01,5.03,62.8,55,NON,GIA,MED to VTK,100%,,,,Yondor Diamonds,,-40.57%,77959,25899.83,,,,http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=YONDOR&DocType=Cert&ID=2145531443,,,,IL,N,686b3f8a-28d2-42e9-9cb9-7897a9b35bee
4097,80593,6352180181,CUSHION BRILLIANT,1.01,E,VS1,-,EX,EX,NON,,5.7,5.6,3.91,69.8,62,None,GIA,STK to THK,100%,Not brown,,Not milky,Sagar Enterprise,,-47.95%,3772,3734.89,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/102a1225-4fd6-46db-8367-42d0274402e6.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352180181.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4098,80543,5356178812,RADIANT,0.5,E,VVS2,-,EX,EX,NON,,5.38,4.07,2.92,71.7,69,None,GIA,MED to STK,100%,Not brown,,Not milky,Sagar Enterprise,,-42.87%,887,1773.82,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5zYWdhcmVudGVycHJpc2UuaW4vYXNweHBhZ2VzL1Nob3dJbWFnZVdpdGhEaWZmWm9vbWluZy5hc3B4P3JlZk5vPTgwNTQz,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/b0babef7-4efd-4bbd-bc10-3dc214b43256.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5356178812.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4099,79818,1349872700,CUSHION MODIFIED,1.01,F,VS2,-,EX,EX,NON,,5.69,5.64,3.93,69.7,66,None,GIA,MED to STK,,Not brown,,Not milky,Sagar Enterprise,,-45.89%,3473,3438.91,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f4e37e5b-3aae-4e9f-81a7-94f0945d1682.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1349872700.pdf,,,,AE,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4100,79917,3345891879,CUSHION MODIFIED,1.01,H,VS1,-,EX,EX,NON,,5.69,5.68,3.94,69.3,63,None,GIA,MED to THK,100%,Not brown,,Not milky,Sagar Enterprise,,-45.99%,2907,2878.55,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/daf39b8a-bf85-4919-8b43-5c25a8b9c643.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3345891879.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4101,80794,2354242327,RADIANT,0.5,D,VVS2,-,EX,VG,NON,,5.26,4.05,2.93,72.4,71,None,GIA,STK to VTK,100%,Not brown,,Not milky,Sagar Enterprise,,-42.87%,973,1945.22,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/a261e170-38dd-4de3-856b-f3ba298edb9a.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2354242327.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4102,80196,6351013009,CUSHION BRILLIANT,1.01,H,VS1,-,EX,EX,NON,,5.74,5.64,3.91,69.4,65,None,GIA,VTN to MED,100%,Not brown,,Not milky,Sagar Enterprise,,-46.05%,2904,2875.71,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/a893d666-aaa6-4f81-9623-515d37b359c3.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351013009.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4103,79490,1343720669,RADIANT,0.56,E,IF,-,EX,VG,NON,,5.56,4.22,2.92,69.3,69,None,GIA,STK to THK,100%,Not brown,,Not milky,Sagar Enterprise,,-43.00%,1147,2048.63,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/1680e77c-f920-45a9-bc47-a046b55ff9f9.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1343720669.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4104,79010,1347506188,CUSHION MODIFIED,1.01,H,VS1,-,EX,VG,NON,,5.73,5.69,3.95,69.4,64,None,GIA,MED to STK,100%,Not brown,,Not milky,Sagar Enterprise,,-45.89%,2913,2884.25,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/1a9b8712-2795-4174-8933-f9d9792d609b.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1347506188.pdf,,,,AE,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4105,78883,1343541677,RADIANT,0.41,D,VVS2,-,VG,EX,NON,,5.22,3.81,2.62,68.7,68,None,GIA,STK,100%,Not brown,,Not milky,Sagar Enterprise,,-46.10%,605,1474.56,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/51a8de7f-257c-4edf-a560-2ebc8a482e03.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1343541677.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4106,80412,6355215750,CUSHION MODIFIED,0.95,F,SI1,-,EX,VG,MED,Blue,5.6,5.54,3.8,68.7,65,None,GIA,MED to VTK,,Not brown,,Not milky,Sagar Enterprise,,-50.05%,2286,2406.46,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/1d5ab896-c5d7-4689-aedf-f5edc8f4ad79.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355215750.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
4107,625400901,2354060873,ROUND,1.5,K,SI2,VG,VG,G,MED,Blue,7.03,7.17,4.57,64.4,56,None,GIA,THN to THK,100%,,,Not milky,C Dinesh,,-42.80%,3958,2638.35,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/b770343f-6e63-4f5e-aaa2-010b1198ea42.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2354060873.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
4108,IGI-2007,361984900,ROUND,0.7,K,SI2,EX,EX,EX,NON,,5.67,5.71,3.52,,56.5,,IGI,FACETED,,,,,Honey Exports,,-50.00%,765,1092.86,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly8xMjEwMjk1MDg5LnJzYy5jZG43Ny5vcmcvdmlld2VyMy9WaXNpb24zNjAuaHRtbD8/ZD1JR0ktMjAwNw==,256,https://nivoda-images.s3.eu-west-2.amazonaws.com/b4edfbe6-62f7-4235-88ff-f88cba666757.jpg,https://1210295089.rsc.cdn77.org/Certificates/361984900.pdf,,,,IN,N,72049570-7cc1-4b52-afd0-a0251e6485b0
4109,IGI-2070,361984959,ROUND,0.3,H,SI1,GD,EX,EX,NON,,4.12,4.17,2.73,,54.5,,IGI,FACETED,,,,,Honey Exports,,-52.00%,260,868,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/a2446915-8e46-429c-a456-956ed03b4faa.jpg,https://1210295089.rsc.cdn77.org/Certificates/361984959.pdf,,,,IN,N,72049570-7cc1-4b52-afd0-a0251e6485b0
4110,42295,6341831732,ROUND,0.29,F,SI1,GD,VG,VG,NON,,4.16,4.14,2.69,64.8,59,NON,GIA,THK to VTK,,,,,Honey Exports,,-7.00%,289,996.24,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/fe5a5936-75d2-4d52-b22f-a2d100d306c1.jpg,,,,,IN,N,72049570-7cc1-4b52-afd0-a0251e6485b0
4111,LD181011816,2317206950,EMERALD,0.71,E,SI1,-,EX,EX,NON,,5.64,4.34,3.03,69.9,65,None,GIA,VTK to ETK,100%,Not brown,Not green,Not milky,Laxmi,,-54.41%,1195,1683.49,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE4MTAxMTgxNg==,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/72a784a3-dce5-4f29-a74d-b8a08be31f22.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2317206950.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4112,SU16828742443,2356331275,ROUND,0.41,I,VVS1,EX,EX,EX,MED,Blue,4.8,4.83,2.93,60.7,59,None,GIA,MED to STK,100%,,,,China Star ,,-51.86%,464,1132.24,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356331275.pdf,,,,unknown,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
4113,LD19068400,5336125965,OVAL,0.5,E,SI1,-,VG,G,FNT,,5.92,4.49,2.83,63.2,61,None,GIA,VTK to ETK,100%,Not brown,Not green,Not milky,Laxmi,,-44.39%,670,1339,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MDY4NDAw,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/6602cf04-4ccd-4a6c-b061-089ade18b046.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5336125965.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4114,620800102,7342917615,MARQUISE,0.31,J,VVS1,-,VG,VG,NON,,7.29,3.45,2.21,64.1,61,None,GIA,THN to VTK,100%,Not brown,Not green,Not milky,C Dinesh,,-38.92%,257,829.77,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/d2c01183-20ac-491b-b2bc-14bc2c8d4c0f.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7342917615.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
4115,LD20024197,6351008358,ROUND,0.81,K,VS1,VG,EX,EX,NON,,5.85,5.81,3.72,63.8,59,NON,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,,-27.00%,1515,1870.63,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/5ec671cf-eeae-4735-b56e-c61fd7eeddea.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4116,AP-416,2214689043,ROUND,0.3,E,SI1,F,VG,G,NON,,4.24,4.29,2.46,57.5,64,None,GIA,THK to ETK,,,,,AN Diamonds,,-52.00%,304,1012,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2214689043.pdf,,,,IN,N,be33883a-4788-4e7c-be7a-60c088cfb705
4117,AND12002,1348812055,ROUND,0.7,I,SI1,G,VG,VG,FNT,,5.67,5.7,3.43,60.3,60,None,GIA,MED to THK,,,,,AN Diamonds,,-52.10%,1103,1575.66,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1348812055.pdf,,,,IN,N,be33883a-4788-4e7c-be7a-60c088cfb705
4118,LD18074701,2297962268,ROUND,0.21,E,VVS2,EX,EX,EX,NON,,3.81,3.78,2.37,62.4,56,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,,-2.00%,298,1416.9,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/c8880e0c-11b0-473c-b0e5-9c1f151e58ba.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD18074701.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4119,XK16865802662,2356329536,ROUND,0.53,H,VVS1,EX,EX,EX,MED,Blue,5.17,5.2,3.22,62,58,None,GIA,MED to STK,100%,,,,China Star ,,-46.46%,995,1876.96,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356329536.pdf,,,,unknown,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
4120,675-118-1,2317750332,OVAL,0.6,D,VS2,-,EX,VG,MED,Blue,6.66,4.46,2.97,66.6,55,None,GIA,VTK to ETK,,Not brown,Not green,Not milky,Chintamani gems,,-38.00%,1072,1786,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2317750332.pdf,,,,IN,N,0e198698-1f5c-499c-ac8e-eb508a168c66
4121,L295021701,6352196283,ROUND,0.35,E,VVS1,EX,EX,VG,NON,,4.5,4.53,2.82,62.4,55,None,GIA,MED,100%,Not brown,Not green,Not milky,C Dinesh,,-21.12%,748,2136.71,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352196283.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
4122,LD18078083,6305066392,ROUND,0.24,D,SI1,EX,EX,VG,NON,,4.03,4.01,2.49,61.9,58,NON,GIA,THN to STK,100%,Not brown,Not green,Not milky,Laxmi,,2.00%,265,1104.21,,,,https://www.laxmidiamond.com/certifiedstone/certificate/LD18078083.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4123,LD20024286,5343990675,ROUND,0.67,F,VVS1,EX,EX,EX,FNT,,5.59,5.55,3.49,62.7,57,NON,GIA,MED,100%,Not brown,Not green,Not milky,Laxmi,,-14.00%,2481,3702.3,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ba945bc2-5e00-44ba-be0a-b97db53be10a.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4124,AP-113,2226717588,ROUND,0.5,E,SI1,F,VG,G,NON,,4.67,4.76,3.25,69,56,None,GIA,MED to ETK,,,,,AN Diamonds,,-58.10%,700,1400.8,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2226717588.pdf,,,,IN,N,be33883a-4788-4e7c-be7a-60c088cfb705
4125,LD18078515,2308082090,ROUND,0.22,E,VS2,EX,EX,VG,NON,,3.9,3.88,2.37,60.8,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,,-9.00%,260,1182.82,,,,https://www.laxmidiamond.com/certifiedstone/certificate/LD18078515.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4126,ALD02121802,2317303837,ROUND,0.5,H,VVS1,VG,EX,VG,FNT,,4.98,4.95,3.16,63.7,58,NON,GIA,MED to THK,100%,Not brown,Not green,Not milky,Laxmi,,-39.82%,1053,2106,,,,https://www.laxmidiamond.com/certifiedstone/certificate/ALD02121802.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4127,LD19063035,6332126799,ROUND,0.2,E,VS1,EX,EX,EX,NON,,3.78,3.8,2.31,61,58,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,,9.00%,281,1403.45,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/3283e7f4-6109-4d06-80f5-85f84744a6e1.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6332126799.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4128,784-288-A,2324148308,MARQUISE,0.7,H,VS1,-,EX,VG,MED,Blue,10.32,4.34,2.52,58.1,58,None,GIA,VTK to ETK,100%,Not brown,Not green,Not milky,Chintamani gems,,-38.00%,1468,2097.16,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2324148308.pdf,,,,IN,N,0e198698-1f5c-499c-ac8e-eb508a168c66
4129,LDH6600,2195435296,PRINCESS,0.9,E,SI2,-,EX,VG,NON,,5.27,5.2,3.82,73.6,70,None,GIA,STK to THK,70%,Not brown,Not green,Not milky,Laxmi,,-47.43%,2037,2263.2,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MREg2NjAw,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/4b14d8ca-4975-480b-a3e8-79801cac3941.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2195435296.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4130,LD20023755,6352000943,PEAR,0.52,E,VS1,-,VG,VG,FNT,,7.09,4.45,2.71,60.9,59,NON,GIA,THK to VTK,100%,Not brown,Not green,Not milky,Laxmi,,-44.00%,845,1625.69,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/589ab971-e552-4e21-a914-26a76ac2e733.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4131,DH17447397805,2357109760,ROUND,0.3,E,VS1,VG,VG,EX,FNT,,4.24,4.27,2.63,61.8,58,None,GIA,THK,100%,,,,China Star ,,-46.26%,385,1282.27,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357109760.pdf,,,,unknown,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
4132,LD20024407,7351008389,EMERALD,0.9,D,VS2,-,VG,VG,MED,Blue,6.23,4.62,3.21,69.5,62,NON,GIA,MED to THK,100%,Not brown,Not green,Not milky,Laxmi,,-63.01%,1843,2047.48,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/aa527032-e284-4e26-9b50-3f9aaa4ffa3f.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4133,LD19108459,6342028797,ROUND,0.25,D,VS2,EX,EX,EX,NON,,4.04,4.01,2.5,62.2,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,,9.00%,409,1635.08,,,,https://www.laxmidiamond.com/certifiedstone/certificate/LD19108459.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4134,LD20023723,2358008696,ROUND,0.9,H,VS2,VG,EX,EX,FNT,,6.03,6.01,3.87,64.3,55,NON,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,,-42.83%,2848,3164.49,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ac07198a-6b09-46f2-b397-6b5a399ed76b.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4135,ALD12121825,6311287936,ROUND,0.5,E,VS1,F,EX,VG,NON,,4.77,4.82,3.34,69.6,56,None,GIA,STK to VTK,100%,Not brown,Not green,Not milky,Laxmi,,-56.13%,886,1771,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6311287936.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
4136,PO07779808252,2357029844,ROUND,0.7,H,SI1,VG,VG,VG,NON,,5.55,5.61,3.6,64.4,56,None,GIA,MED to THK,,,,,China Star ,,-49.21%,1275,1822.1,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357029844.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
4137,NE09091098594,2357052998,ROUND,0.31,J,VS1,EX,EX,EX,NON,,4.32,4.34,2.69,62.2,57,None,GIA,MED to STK,100%,,,,China Star ,,-39.95%,328,1057.58,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357052998.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
4138,JZ18022230541,2357053871,ROUND,0.4,F,VS2,VG,EX,EX,NON,,4.62,4.64,2.98,64.3,58,None,GIA,STK to THK,,,,,China Star ,,-44.64%,561,1403.65,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357053871.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
4139,L295003401,395975484,ROUND,0.5,F,VVS2,GD,EX,GD,NON,,4.76,4.83,3.29,68.2,62.5,POINTED,IGI,MED to THK,100%,Not brown,Not green,Not milky,C Dinesh,,-59.85%,813,1626,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e75b65e9-dbf2-4fa1-845a-7d418fe904e2.jpg,https://www.igi.org/viewpdf.php?r=395975484,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
4140,LD20019170,7346775796,ROUND,1.07,H,SI2,EX,EX,EX,FNT,,6.6,6.57,3.99,60.5,60,NON,GIA,MED to STK,90%,Not brown,Not green,Not milky,Laxmi,,-45.87%,3147,2940.88,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/4d5766eb-5885-4672-8964-870d2fa158f7.jpg,,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b
4141,909230,6312113018,HEART,1.6,D,I1,-,VG,VG,VST,Blue,6.97,8.02,4.72,58.9,60,NON,GIA,THK to VTK,,Not brown,Not green,,Janam Corporation Pvt Ltd,,-29.94%,4481,2800.66,,,,TRUE,,,,IN,Y,c238a51d-5b9e-40fb-ac80-7dad05bef5e5
4142,625409,6315191422,MARQUISE,0.26,F,SI2,-,EX,VG,NON,,6.27,3.4,2.08,61.1,62,NON,GIA,THK to VTK,,Not brown,Not green,,Janam Corporation Pvt Ltd,,12.93%,259,996.23,,,,TRUE,,,,IN,Y,c238a51d-5b9e-40fb-ac80-7dad05bef5e5
4143,153296,6315026559,MARQUISE,0.24,E,SI2,-,EX,VG,NON,,6.25,3.3,2.02,61.3,64,NON,GIA,MED to VTK,,Not brown,Not green,,Janam Corporation Pvt Ltd,,13.98%,243,1014.04,,,,TRUE,,,,IN,Y,c238a51d-5b9e-40fb-ac80-7dad05bef5e5
